477,Fulica atra
293,Fulica atra
1152,Cygnus olor
509,Fulica atra
1318,Pyrrhocorax graculus
1087,Cygnus olor
40,Podiceps cristatus
619,Chroicocephalus ridibundus
267,Podiceps cristatus
732,Chroicocephalus ridibundus
589,Chroicocephalus ridibundus
528,Chroicocephalus ridibundus
1238,Cygnus olor
246,Podiceps cristatus
553,Chroicocephalus ridibundus
353,Fulica atra
1144,Cygnus olor
1073,Cygnus olor
738,Chroicocephalus ridibundus
373,Fulica atra
446,Fulica atra
612,Chroicocephalus ridibundus
1277,Pyrrhocorax graculus
504,Fulica atra
440,Fulica atra
329,Fulica atra
469,Fulica atra
1206,Cygnus olor
1225,Cygnus olor
1335,Pyrrhocorax graculus
1068,Cygnus olor
672,Chroicocephalus ridibundus
1387,Pyrrhocorax graculus
448,Fulica atra
1254,Pyrrhocorax graculus
736,Chroicocephalus ridibundus
541,Chroicocephalus ridibundus
1377,Pyrrhocorax graculus
361,Fulica atra
1240,Cygnus olor
734,Chroicocephalus ridibundus
270,Podiceps cristatus
1363,Pyrrhocorax graculus
705,Chroicocephalus ridibundus
1361,Pyrrhocorax graculus
1127,Cygnus olor
617,Chroicocephalus ridibundus
1348,Pyrrhocorax graculus
1231,Cygnus olor
563,Chroicocephalus ridibundus
257,Podiceps cristatus
413,Fulica atra
180,Podiceps cristatus
264,Podiceps cristatus
582,Chroicocephalus ridibundus
1150,Cygnus olor
1323,Pyrrhocorax graculus
1391,Pyrrhocorax graculus
381,Fulica atra
374,Fulica atra
213,Podiceps cristatus
419,Fulica atra
1187,Cygnus olor
1392,Pyrrhocorax graculus
1332,Pyrrhocorax graculus
273,Fulica atra
1368,Pyrrhocorax graculus
1079,Cygnus olor
531,Chroicocephalus ridibundus
1379,Pyrrhocorax graculus
508,Fulica atra
472,Fulica atra
1102,Cygnus olor
1052,Cygnus olor
285,Fulica atra
1269,Pyrrhocorax graculus
193,Podiceps cristatus
746,Chroicocephalus ridibundus
391,Fulica atra
226,Podiceps cristatus
1141,Cygnus olor
741,Chroicocephalus ridibundus
668,Chroicocephalus ridibundus
1104,Cygnus olor
1093,Cygnus olor
462,Fulica atra
1313,Pyrrhocorax graculus
1106,Cygnus olor
543,Chroicocephalus ridibundus
1288,Pyrrhocorax graculus
173,Podiceps cristatus
467,Fulica atra
1358,Pyrrhocorax graculus
97,Podiceps cristatus
1320,Pyrrhocorax graculus
1167,Cygnus olor
1139,Cygnus olor
1274,Pyrrhocorax graculus
1216,Cygnus olor
760,Chroicocephalus ridibundus
19,Podiceps cristatus
779,Chroicocephalus ridibundus
430,Fulica atra
216,Podiceps cristatus
